N_POINTS,LATITUDE,LONGITUDE,TIME,CYCLE_NUMBER,PLATFORM_NUMBER,PRES,TEMP,PSAL
290,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,306.6,11.668,35.02
291,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,307.6,11.646,35.017
292,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,308.5,11.638,35.013
293,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,309.9,11.632,35.013
294,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,311.4,11.622,35.012
295,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,312.3,11.614,35.01
296,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,313.2,11.609,35.006
297,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,314.2,11.593,35.005
298,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,315.1,11.589,35.005
299,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,316.1,11.585,35.002
300,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,317.0,11.576,35.002
301,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,318.0,11.57,34.997
302,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,318.9,11.545,34.994
303,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,319.8,11.529,34.993
304,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,320.8,11.521,34.991
305,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,321.7,11.519,34.991
306,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,322.7,11.514,34.987
307,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,323.6,11.515,34.988
308,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,324.6,11.5,34.986
309,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,325.5,11.496,34.985
310,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,326.9,11.487,34.984
311,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,328.4,11.485,34.983
312,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,329.3,11.485,34.982
313,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,330.3,11.478,34.982
314,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,331.3,11.471,34.982
315,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,332.2,11.466,34.98
316,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,333.2,11.461,34.979
317,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,334.1,11.456,34.979
318,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,335.1,11.448,34.979
319,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,336.1,11.448,34.978
320,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,337.0,11.445,34.977
321,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,338.0,11.445,34.978
322,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,339.0,11.444,34.978
323,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,339.9,11.441,34.977
324,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,340.9,11.435,34.977
325,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,341.9,11.432,34.976
326,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,342.9,11.432,34.974
327,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,343.8,11.424,34.975
328,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,344.8,11.422,34.974
329,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,345.8,11.419,34.973
330,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,346.8,11.418,34.973
331,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,347.8,11.412,34.972
332,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,348.8,11.408,34.973
333,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,349.8,11.406,34.972
334,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,350.8,11.401,34.972
335,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,351.9,11.398,34.97
336,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,352.9,11.396,34.969
337,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,353.9,11.392,34.969
338,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,354.9,11.385,34.969
339,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,355.9,11.382,34.968
340,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,357.0,11.375,34.967
341,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,358.0,11.369,34.966
342,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,359.0,11.364,34.965
343,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,360.1,11.36,34.965
344,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,361.1,11.356,34.964
345,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,362.2,11.354,34.964
346,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,363.2,11.349,34.963
347,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,364.3,11.347,34.963
348,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,365.3,11.346,34.962
349,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,366.4,11.342,34.962
350,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,367.4,11.339,34.962
351,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,368.5,11.336,34.96
352,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,369.6,11.329,34.96
353,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,370.6,11.323,34.958
354,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,371.7,11.317,34.958
355,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,372.7,11.314,34.957
356,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,373.8,11.309,34.957
357,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,374.9,11.306,34.956
358,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,376.0,11.304,34.955
359,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,377.1,11.299,34.955
360,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,378.1,11.292,34.955
361,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,379.3,11.292,34.953
362,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,380.4,11.292,34.953
363,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,381.5,11.293,34.954
364,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,382.6,11.294,34.955
365,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,383.7,11.291,34.954
366,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,384.8,11.289,34.954
367,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,385.9,11.285,34.954
368,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,387.0,11.28,34.953
369,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,388.1,11.276,34.953
370,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,389.3,11.284,34.955
371,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,390.4,11.285,34.955
372,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,391.5,11.285,34.955
373,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,392.6,11.285,34.955
374,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,393.7,11.285,34.955
375,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,394.8,11.285,34.955
376,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,395.9,11.282,34.955
377,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,397.0,11.282,34.955
378,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,398.2,11.283,34.955
379,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,399.3,11.281,34.955
380,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,401.0,11.281,34.955
381,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,403.3,11.277,34.956
382,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,405.5,11.272,34.954
383,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,407.8,11.263,34.953
384,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,409.6,11.26,34.954
385,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,411.3,11.255,34.953
386,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,413.6,11.25,34.952
387,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,415.4,11.247,34.951
388,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,417.1,11.246,34.951
389,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,419.4,11.238,34.951
390,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,421.7,11.233,34.95
391,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,423.5,11.226,34.949
392,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,425.3,11.224,34.95
393,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,427.6,11.221,34.949
394,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,429.4,11.218,34.949
395,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,431.2,11.218,34.949
396,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,433.5,11.21,34.948
397,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,435.3,11.21,34.949
398,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,437.0,11.208,34.949
399,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,439.4,11.205,34.948
400,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,441.7,11.205,34.948
401,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,443.5,11.207,34.949
402,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,445.2,11.204,34.949
403,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,447.6,11.2,34.949
404,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,449.3,11.195,34.948
405,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,451.0,11.192,34.947
406,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,453.4,11.189,34.947
407,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,455.7,11.192,34.948
408,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,457.5,11.189,34.948
409,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,459.2,11.171,34.945
410,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,461.5,11.166,34.944
411,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,463.3,11.157,34.941
412,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,465.1,11.145,34.94
413,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,467.4,11.136,34.939
414,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,469.7,11.133,34.938
415,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,471.5,11.133,34.937
416,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,473.2,11.114,34.936
417,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,475.5,11.106,34.934
418,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,477.8,11.103,34.933
419,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,479.6,11.099,34.933
420,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,481.3,11.093,34.931
421,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,483.6,11.086,34.93
422,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,485.8,11.08,34.929
423,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,487.6,11.075,34.928
424,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,489.3,11.065,34.926
425,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,491.6,11.049,34.924
426,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,493.8,11.046,34.923
427,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,495.6,11.038,34.922
428,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,497.2,11.033,34.92
429,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,499.5,11.029,34.92
430,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,501.8,11.017,34.919
431,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,503.5,10.999,34.914
432,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,505.1,10.997,34.915
433,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,507.3,10.991,34.915
434,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,509.5,10.965,34.909
435,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,511.7,10.956,34.908
436,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,513.4,10.954,34.907
437,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,515.1,10.949,34.906
438,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,517.3,10.941,34.904
439,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,519.5,10.929,34.902
440,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,521.7,10.908,34.898
441,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,523.4,10.892,34.895
442,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,525.0,10.883,34.894
443,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,527.2,10.876,34.893
444,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,529.4,10.862,34.891
445,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,531.6,10.844,34.888
446,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,533.8,10.84,34.887
447,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,535.5,10.832,34.885
448,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,537.1,10.83,34.884
449,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,539.3,10.826,34.883
450,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,541.5,10.818,34.882
451,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,543.7,10.796,34.879
452,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,545.8,10.775,34.875
453,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,547.5,10.768,34.873
454,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,549.1,10.745,34.87
455,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,551.3,10.719,34.867
456,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,553.5,10.709,34.865
457,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,555.6,10.698,34.863
458,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,557.7,10.685,34.861
459,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,559.8,10.671,34.858
460,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,561.5,10.657,34.856
461,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,563.0,10.638,34.853
462,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,565.4,10.625,34.851
463,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,567.5,10.621,34.852
464,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,569.6,10.615,34.849
465,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,571.6,10.592,34.844
466,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,573.2,10.587,34.845
467,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,575.3,10.576,34.841
468,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,577.4,10.557,34.841
469,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,579.5,10.526,34.835
470,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,581.7,10.511,34.833
471,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,583.4,10.49,34.83
472,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,585.1,10.45,34.824
473,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,587.3,10.414,34.819
474,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,589.5,10.4,34.817
475,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,591.2,10.391,34.815
476,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,593.4,10.365,34.811
477,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,595.6,10.341,34.807
478,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,597.3,10.301,34.803
479,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,599.1,10.29,34.801
480,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,601.4,10.256,34.797
481,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,603.6,10.236,34.793
482,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,605.5,10.217,34.792
483,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,607.3,10.207,34.788
484,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,609.2,10.176,34.785
485,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,611.1,10.149,34.78
486,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,613.4,10.127,34.774
487,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,615.8,10.074,34.767
488,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,617.7,10.029,34.762
489,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,619.6,10.01,34.759
490,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,621.5,9.998,34.757
491,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,623.4,9.975,34.755
492,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,625.4,9.957,34.752
493,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,627.3,9.939,34.748
494,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,629.2,9.907,34.745
495,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,631.2,9.867,34.74
496,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,633.2,9.86,34.738
497,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,635.1,9.843,34.737
498,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,637.1,9.817,34.733
499,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,639.0,9.798,34.731
500,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,641.4,9.78,34.728
501,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,643.9,9.743,34.723
502,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,645.8,9.714,34.719
503,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,647.8,9.676,34.717
504,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,649.7,9.653,34.713
505,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,651.7,9.639,34.71
506,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,653.7,9.631,34.71
507,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,655.7,9.615,34.708
508,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,657.8,9.605,34.706
509,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,659.8,9.584,34.705
510,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,661.7,9.557,34.701
511,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,663.7,9.544,34.699
512,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,665.7,9.518,34.695
513,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,667.6,9.47,34.692
514,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,669.6,9.46,34.692
515,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,671.6,9.456,34.69
516,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,673.5,9.444,34.689
517,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,675.5,9.405,34.686
518,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,677.4,9.379,34.682
519,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,679.4,9.356,34.68
520,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,681.4,9.336,34.677
521,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,683.3,9.322,34.676
522,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,685.2,9.299,34.675
523,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,687.2,9.271,34.67
524,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,689.2,9.246,34.668
525,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,691.2,9.237,34.667
526,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,693.1,9.226,34.666
527,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,695.1,9.224,34.666
528,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,697.1,9.22,34.666
529,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,699.1,9.22,34.665
530,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,701.1,9.216,34.663
531,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,703.0,9.207,34.663
532,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,705.4,9.184,34.661
533,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,707.8,9.13,34.655
534,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,709.8,9.108,34.653
535,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,711.8,9.093,34.651
536,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,713.8,9.081,34.65
537,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,715.7,9.065,34.648
538,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,717.7,9.046,34.646
539,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,719.7,9.035,34.645
540,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,721.7,9.028,34.644
541,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,723.7,9.014,34.642
542,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,725.7,8.984,34.639
543,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,727.7,8.968,34.637
544,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,729.7,8.938,34.634
545,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,731.6,8.89,34.627
546,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,733.6,8.882,34.627
547,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,735.6,8.857,34.626
548,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,737.6,8.84,34.623
549,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,739.6,8.821,34.621
550,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,741.5,8.786,34.62
551,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,743.5,8.775,34.617
552,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,745.4,8.768,34.616
553,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,747.4,8.721,34.615
554,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,749.4,8.699,34.609
555,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,751.3,8.69,34.608
556,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,753.3,8.661,34.605
557,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,755.3,8.633,34.604
558,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,757.4,8.594,34.599
559,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,759.4,8.557,34.597
560,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,761.4,8.537,34.594
561,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,763.4,8.52,34.591
562,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,765.4,8.493,34.59
563,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,767.3,8.483,34.587
564,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,769.2,8.445,34.585
565,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,771.2,8.388,34.579
566,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,773.2,8.332,34.577
567,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,775.3,8.303,34.571
568,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,777.3,8.302,34.57
569,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,779.4,8.288,34.572
570,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,781.4,8.252,34.568
571,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,783.4,8.225,34.564
572,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,785.4,8.2,34.561
573,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,787.5,8.189,34.56
574,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,789.5,8.15,34.557
575,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,791.5,8.129,34.553
576,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,793.5,8.103,34.551
577,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,795.6,8.062,34.548
578,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,797.7,8.047,34.545
579,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,799.8,8.03,34.543
580,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,801.8,8.001,34.542
581,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,803.9,7.97,34.54
582,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,805.5,7.958,34.537
583,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,807.0,7.925,34.534
584,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,809.1,7.905,34.532
585,-39.845533333333336,89.079075,2025-04-01 18:44:30,77,2903768,811.2,7.891,34.53
