N_POINTS,LATITUDE,LONGITUDE,TIME,CYCLE_NUMBER,PLATFORM_NUMBER,PRES,TEMP,PSAL
232,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,456.04,14.497,35.947
233,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,458.0,14.478,35.944
234,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,460.0,14.45,35.94
235,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,462.0,14.373,35.931
236,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,464.0,14.321,35.923
237,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,466.04,14.271,35.916
238,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,468.04,14.244,35.911
239,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,470.04,14.198,35.905
240,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,471.96,14.147,35.899
241,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,473.96,14.083,35.89
242,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,476.0,14.031,35.883
243,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,478.0,14.001,35.878
244,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,480.04,13.972,35.874
245,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,482.04,13.944,35.87
246,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,484.04,13.863,35.86
247,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,486.0,13.786,35.851
248,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,487.96,13.717,35.841
249,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,489.96,13.699,35.838
250,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,491.96,13.665,35.834
251,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,493.96,13.636,35.83
252,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,496.0,13.608,35.827
253,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,498.0,13.572,35.822
254,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,500.0,13.549,35.819
255,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,502.0,13.523,35.815
256,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,504.0,13.468,35.81
257,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,506.04,13.44,35.804
258,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,508.0,13.426,35.803
259,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,510.0,13.381,35.797
260,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,512.04,13.328,35.791
261,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,514.0,13.255,35.784
262,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,516.0,13.205,35.776
263,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,518.04,13.124,35.768
264,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,520.0,13.072,35.76
265,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,522.0,13.064,35.759
266,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,524.0,13.037,35.757
267,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,525.96,13.022,35.754
268,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,527.96,13.006,35.752
269,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,530.0,12.987,35.749
270,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,531.96,12.962,35.746
271,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,533.96,12.932,35.743
272,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,536.0,12.91,35.74
273,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,538.04,12.896,35.737
274,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,540.04,12.858,35.734
275,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,542.0,12.799,35.726
