N_POINTS,LATITUDE,LONGITUDE,TIME,CYCLE_NUMBER,PLATFORM_NUMBER,PRES,TEMP,PSAL
290,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,489.1,0.165,34.888
291,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,491.2,0.154,34.89
292,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,493.3,0.152,34.89
293,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,495.4,0.151,34.889
294,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,497.4,0.15,34.89
295,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,499.5,0.148,34.89
296,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,503.1,0.137,34.889
297,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,508.2,0.12,34.89
298,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,513.4,0.113,34.89
299,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,517.9,0.107,34.89
300,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,522.5,0.097,34.891
301,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,527.6,0.08,34.892
302,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,532.7,0.072,34.892
303,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,537.7,0.058,34.892
304,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,542.6,0.049,34.892
305,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,547.5,0.037,34.893
306,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,552.9,0.024,34.894
307,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,558.2,0.011,34.893
308,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,562.9,-0.001,34.894
309,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,567.6,-0.008,34.894
310,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,572.9,-0.009,34.894
311,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,578.2,-0.011,34.894
312,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,583.0,-0.011,34.893
313,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,587.9,-0.021,34.894
314,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,592.9,-0.036,34.895
315,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,597.8,-0.043,34.895
316,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,602.7,-0.051,34.895
317,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,607.6,-0.058,34.895
318,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,612.9,-0.063,34.895
319,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,618.4,-0.078,34.896
320,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,623.3,-0.089,34.896
321,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,628.3,-0.096,34.896
322,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,632.9,-0.101,34.897
323,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,637.5,-0.104,34.897
324,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,642.6,-0.11,34.897
325,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,647.8,-0.116,34.897
326,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,652.8,-0.12,34.898
327,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,657.9,-0.124,34.898
328,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,663.2,-0.14,34.898
329,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,668.1,-0.141,34.898
330,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,673.0,-0.143,34.899
331,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,678.2,-0.145,34.899
332,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,683.1,-0.145,34.899
333,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,687.9,-0.146,34.899
334,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,692.8,-0.149,34.899
335,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,697.7,-0.162,34.899
336,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,703.1,-0.172,34.9
337,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,707.9,-0.173,34.9
338,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,712.6,-0.174,34.9
339,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,717.8,-0.176,34.9
340,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,722.8,-0.18,34.899
341,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,728.0,-0.183,34.9
342,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,733.1,-0.188,34.9
343,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,737.9,-0.19,34.9
344,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,742.6,-0.191,34.901
345,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,747.8,-0.196,34.9
346,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,753.0,-0.205,34.901
347,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,757.7,-0.212,34.901
348,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,762.8,-0.218,34.901
349,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,768.1,-0.221,34.902
350,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,773.0,-0.224,34.901
351,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,778.0,-0.23,34.902
352,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,783.0,-0.235,34.902
353,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,788.1,-0.241,34.902
354,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,793.1,-0.249,34.902
355,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,798.1,-0.25,34.902
356,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,803.2,-0.251,34.902
357,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,808.2,-0.251,34.902
358,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,813.3,-0.254,34.902
359,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,817.9,-0.262,34.902
360,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,822.5,-0.266,34.902
361,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,827.5,-0.272,34.902
362,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,832.9,-0.274,34.902
363,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,838.4,-0.278,34.902
364,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,843.4,-0.285,34.902
365,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,848.4,-0.291,34.902
366,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,853.4,-0.297,34.903
367,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,858.4,-0.304,34.902
368,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,863.4,-0.307,34.902
369,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,868.0,-0.312,34.902
370,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,872.5,-0.316,34.903
371,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,877.6,-0.318,34.902
372,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,882.9,-0.32,34.902
373,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,888.3,-0.326,34.903
374,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,892.9,-0.332,34.903
375,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,897.6,-0.336,34.903
376,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,902.8,-0.338,34.902
377,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,908.1,-0.344,34.903
378,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,913.0,-0.349,34.902
379,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,917.9,-0.352,34.903
380,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,922.9,-0.354,34.903
381,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,928.0,-0.354,34.903
382,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,933.1,-0.356,34.903
383,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,937.9,-0.358,34.903
384,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,942.6,-0.36,34.903
385,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,947.9,-0.363,34.903
386,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,953.2,-0.37,34.903
387,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,958.1,-0.375,34.902
388,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,963.1,-0.386,34.902
389,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,968.1,-0.396,34.903
390,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,973.3,-0.396,34.903
391,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,978.3,-0.397,34.903
392,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,982.9,-0.4,34.903
393,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,987.5,-0.407,34.903
394,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,992.6,-0.414,34.903
395,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,997.6,-0.418,34.903
396,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1002.7,-0.418,34.903
397,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1007.8,-0.421,34.903
398,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1012.9,-0.427,34.903
399,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1017.7,-0.429,34.903
400,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1022.8,-0.431,34.903
401,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1028.0,-0.434,34.903
402,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1032.8,-0.439,34.903
403,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1037.8,-0.444,34.903
404,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1042.8,-0.449,34.903
405,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1047.9,-0.453,34.903
406,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1053.0,-0.456,34.903
407,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1058.0,-0.459,34.903
408,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1063.2,-0.462,34.903
409,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1068.0,-0.465,34.903
410,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1072.8,-0.469,34.903
411,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1077.8,-0.476,34.903
412,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1082.8,-0.481,34.903
413,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1088.0,-0.49,34.903
414,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1092.7,-0.497,34.903
415,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1097.8,-0.504,34.902
416,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1103.0,-0.511,34.903
417,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1107.8,-0.513,34.903
418,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1112.6,-0.514,34.903
419,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1117.5,-0.514,34.903
420,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1122.9,-0.519,34.903
421,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1128.3,-0.523,34.903
422,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1133.2,-0.523,34.903
423,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1138.2,-0.525,34.903
424,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1143.3,-0.528,34.903
425,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1148.3,-0.53,34.903
426,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1152.9,-0.531,34.903
427,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1157.5,-0.535,34.903
428,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1162.6,-0.54,34.903
429,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1167.9,-0.54,34.903
430,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1172.8,-0.543,34.903
431,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1177.7,-0.545,34.903
432,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1183.2,-0.548,34.903
433,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1188.0,-0.549,34.903
434,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1192.6,-0.549,34.903
435,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1197.9,-0.55,34.903
436,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1203.1,-0.553,34.903
437,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1208.0,-0.556,34.902
438,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1213.0,-0.561,34.902
439,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1218.0,-0.563,34.903
440,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1223.0,-0.566,34.903
441,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1228.0,-0.569,34.903
442,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1233.1,-0.571,34.903
443,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1237.8,-0.572,34.903
444,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1242.6,-0.575,34.903
445,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1247.9,-0.577,34.903
446,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1253.1,-0.58,34.903
447,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1258.0,-0.582,34.903
448,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1262.9,-0.585,34.903
449,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1267.8,-0.587,34.903
450,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1272.7,-0.591,34.903
451,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1278.1,-0.593,34.903
452,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1283.1,-0.594,34.903
453,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1287.8,-0.6,34.903
454,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1293.0,-0.601,34.903
455,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1298.2,-0.603,34.903
456,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1303.0,-0.608,34.903
457,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1307.8,-0.613,34.903
458,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1312.7,-0.615,34.903
459,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1317.6,-0.618,34.903
460,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1322.9,-0.62,34.903
461,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1328.3,-0.622,34.903
462,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1333.1,-0.624,34.903
463,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1337.9,-0.627,34.903
464,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1342.7,-0.627,34.903
465,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1347.6,-0.629,34.903
466,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1352.6,-0.63,34.903
467,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1357.6,-0.631,34.903
468,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1362.6,-0.633,34.903
469,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1367.5,-0.635,34.903
470,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1372.5,-0.637,34.903
471,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1377.5,-0.639,34.904
472,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1382.5,-0.64,34.903
473,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1387.6,-0.64,34.903
474,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1392.6,-0.642,34.903
475,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1397.6,-0.645,34.903
476,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1402.7,-0.648,34.903
477,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1407.9,-0.648,34.903
478,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1413.1,-0.649,34.903
479,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1417.8,-0.649,34.903
480,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1422.5,-0.652,34.903
481,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1428.0,-0.654,34.903
482,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1433.3,-0.655,34.903
483,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1438.1,-0.656,34.903
484,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1443.1,-0.658,34.904
485,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1448.0,-0.659,34.903
486,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1453.0,-0.66,34.903
487,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1458.1,-0.66,34.903
488,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1463.1,-0.661,34.903
489,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1468.1,-0.661,34.903
490,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1473.1,-0.663,34.903
491,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1478.0,-0.664,34.903
492,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1482.8,-0.667,34.903
493,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1487.8,-0.67,34.904
494,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1492.9,-0.67,34.903
495,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1498.0,-0.671,34.903
496,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1503.1,-0.671,34.903
497,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1507.8,-0.672,34.903
498,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1512.6,-0.673,34.903
499,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1517.8,-0.674,34.903
500,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1523.1,-0.674,34.904
501,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1527.9,-0.674,34.903
502,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1532.7,-0.675,34.904
503,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1538.0,-0.675,34.903
504,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1542.9,-0.677,34.904
505,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1547.7,-0.678,34.903
506,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1553.0,-0.678,34.904
507,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1557.9,-0.68,34.903
508,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1562.8,-0.68,34.903
509,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1567.8,-0.681,34.904
510,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1572.9,-0.682,34.903
511,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1578.0,-0.683,34.904
512,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1583.1,-0.683,34.904
513,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1588.2,-0.685,34.903
514,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1592.8,-0.687,34.903
515,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1597.8,-0.688,34.903
516,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1603.0,-0.689,34.904
517,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1607.7,-0.689,34.903
518,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1613.0,-0.69,34.904
519,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1618.3,-0.691,34.904
520,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1623.1,-0.691,34.904
521,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1628.0,-0.692,34.904
522,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1632.9,-0.693,34.904
523,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1637.7,-0.694,34.904
524,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1642.5,-0.694,34.904
525,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1647.9,-0.693,34.904
526,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1653.4,-0.694,34.904
527,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1658.3,-0.695,34.903
528,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1663.2,-0.696,34.904
529,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1668.1,-0.697,34.904
530,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1673.1,-0.698,34.904
531,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1678.1,-0.7,34.904
532,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1683.2,-0.701,34.904
533,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1688.2,-0.701,34.904
534,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1693.3,-0.7,34.904
535,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1698.4,-0.7,34.904
536,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1702.9,-0.7,34.904
537,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1707.6,-0.7,34.904
538,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1712.7,-0.7,34.904
539,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1717.9,-0.701,34.904
540,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1723.0,-0.702,34.904
541,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1728.2,-0.702,34.904
542,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1732.9,-0.701,34.904
543,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1737.6,-0.702,34.904
544,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1742.7,-0.703,34.904
545,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1747.7,-0.704,34.904
546,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1752.8,-0.706,34.904
547,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1758.0,-0.707,34.904
548,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1762.8,-0.708,34.904
549,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1767.7,-0.709,34.904
550,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1772.7,-0.71,34.904
551,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1777.7,-0.711,34.904
552,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1782.7,-0.712,34.904
553,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1787.7,-0.713,34.904
554,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1792.7,-0.713,34.904
555,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1797.7,-0.714,34.904
556,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1802.8,-0.715,34.904
557,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1808.0,-0.716,34.904
558,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1813.1,-0.717,34.904
559,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1818.3,-0.719,34.904
560,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1823.0,-0.719,34.904
561,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1827.9,-0.721,34.904
562,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1832.8,-0.723,34.904
563,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1837.7,-0.726,34.904
564,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1842.8,-0.727,34.904
565,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1847.9,-0.727,34.904
566,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1853.1,-0.727,34.904
567,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1857.8,-0.728,34.904
568,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1862.6,-0.728,34.904
569,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1867.5,-0.728,34.904
570,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1872.5,-0.728,34.904
571,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1877.6,-0.728,34.904
572,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1882.9,-0.728,34.904
573,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1887.8,-0.728,34.904
574,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1892.7,-0.729,34.904
575,64.31684,-5.411706666666666,2025-04-01 16:50:30,69,4903673,1897.6,-0.729,34.904
